,test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant,GO term
3974,XLOC_003856,XLOC_003856,LTV1,XI:176780-178172,NI,I,NOTEST,1.7473599999999998,1.63801,-0.0932354,0.0,1.0,1.0,no,
3975,XLOC_003857,XLOC_003857,MRP8,XI:178514-179174,NI,I,OK,88.1038,65.0019,-0.438721,-0.746892,0.3409,0.829118,no,
3976,XLOC_003858,XLOC_003858,SDH3,XI:179666-180263,NI,I,OK,55.8632,52.3142,-0.0946943,-0.130339,0.85315,0.971607,no,
3977,XLOC_003859,XLOC_003859,TGL1,XI:180778-182425,NI,I,OK,7.27878,10.7178,0.55824,0.640949,0.3642,0.845242,no,
3978,XLOC_003860,XLOC_003860,CTK1,XI:182957-186292,NI,I,NOTEST,2.49857,3.2513400000000003,0.37993299999999997,0.0,1.0,1.0,no,
3979,XLOC_003861,XLOC_003861,CMC1,XI:182957-186292,NI,I,OK,47.1904,64.6985,0.45523800000000003,0.28248,0.7265,0.950477,no,
3980,XLOC_003862,XLOC_003862,YKL136W,XI:186415-188640,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
3981,XLOC_003863,XLOC_003863,YKL131W,XI:193573-194999,NI,I,NOTEST,3.84576,8.63616,1.1671200000000002,0.0,1.0,1.0,no,
3982,XLOC_003864,XLOC_003864,tK(CUU)K,XI:202998-203071,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
3983,XLOC_003865,XLOC_003865,PGM1,XI:203540-205253,NI,I,OK,20.4429,28.9041,0.499676,0.810003,0.2456,0.770695,no,
3984,XLOC_003866,XLOC_003866,YPK1,XI:205706-207749,NI,I,NOTEST,7.9424600000000005,8.03987,0.0175868,0.0,1.0,1.0,no,
3985,XLOC_003867,XLOC_003867,RRN3,XI:208246-210130,NI,I,NOTEST,8.30423,8.2397,-0.0112552,0.0,1.0,1.0,no,
3986,XLOC_003868,XLOC_003868,"SSH4,YKL123W",XI:210592-212423,NI,I,OK,16.808,19.1249,0.186308,0.119756,0.86795,0.972541,no,
3987,XLOC_003869,XLOC_003869,DGR2,XI:214141-216700,NI,I,NOTEST,4.58854,1.45106,-1.66093,0.0,1.0,1.0,no,
3988,XLOC_003870,XLOC_003870,OAC1,XI:217343-218318,NI,I,OK,231.99200000000002,94.6127,-1.29397,-2.36728,0.00185,0.0760872,no,transmembrane transporter activity
3989,XLOC_003870,XLOC_003870,OAC1,XI:217343-218318,NI,I,OK,231.99200000000002,94.6127,-1.29397,-2.36728,0.00185,0.0760872,no,transporter activity
3990,XLOC_003870,XLOC_003870,OAC1,XI:217343-218318,NI,I,OK,231.99200000000002,94.6127,-1.29397,-2.36728,0.00185,0.0760872,no,ion transmembrane transporter activity
3991,XLOC_003870,XLOC_003870,OAC1,XI:217343-218318,NI,I,OK,231.99200000000002,94.6127,-1.29397,-2.36728,0.00185,0.0760872,no,inorganic molecular entity transmembrane transporter activity
3992,XLOC_003871,XLOC_003871,YKL118W,XI:218569-219437,NI,I,NOTEST,0.0,3.3535,inf,0.0,1.0,1.0,no,
3993,XLOC_003872,XLOC_003872,tA(AGC)K1,XI:219894-219967,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
3994,XLOC_003873,XLOC_003873,SBA1,XI:220323-220974,NI,I,OK,62.9238,112.333,0.836108,1.27926,0.07055,0.535425,no,
3995,XLOC_003874,XLOC_003874,ABF1,XI:226569-228799,NI,I,NOTEST,2.69411,2.5399599999999998,-0.08500060000000001,0.0,1.0,1.0,no,
3996,XLOC_003875,XLOC_003875,HAP4,XI:232226-233891,NI,I,NOTEST,5.14966,2.2242,-1.21119,0.0,1.0,1.0,no,
3997,XLOC_003876,XLOC_003876,SLD2,XI:234425-235787,NI,I,NOTEST,3.9235800000000003,3.93595,0.00453886,0.0,1.0,1.0,no,
3998,XLOC_003877,XLOC_003877,YKL107W,XI:236140-237070,NI,I,NOTEST,0.786229,1.95633,1.31513,0.0,1.0,1.0,no,
3999,XLOC_003878,XLOC_003878,AAT1,XI:237535-238891,NI,I,OK,45.6181,23.7948,-0.938959,-1.49357,0.03725,0.449241,no,
4000,XLOC_003879,XLOC_003879,HSL1,XI:248919-253476,NI,I,NOTEST,1.781,1.37731,-0.370829,0.0,1.0,1.0,no,
4001,XLOC_003880,XLOC_003880,YKL100W-A,XI:253696-255460,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4002,XLOC_003881,XLOC_003881,MTC2,XI:256769-257843,NI,I,OK,13.2255,9.88245,-0.42038000000000003,-0.513868,0.52055,0.897433,no,
4003,XLOC_003882,XLOC_003882,CWP2,XI:259252-259531,NI,I,OK,432.00300000000004,744.16,0.784574,1.31328,0.10215,0.613665,no,
4004,XLOC_003883,XLOC_003883,CWP1,XI:261131-261851,NI,I,OK,7.8061,25.0499,1.68213,1.48612,0.05415,0.502061,no,
4005,XLOC_003884,XLOC_003884,YJU2,XI:262276-263113,NI,I,NOTEST,4.31428,4.8554,0.17047,0.0,1.0,1.0,no,
4006,XLOC_003885,XLOC_003885,YJU3,XI:263348-264290,NI,I,OK,45.5113,33.5574,-0.439592,-0.7557590000000001,0.3378,0.828551,no,
4007,XLOC_003886,XLOC_003886,MBR1,XI:264788-265808,NI,I,NOTEST,8.64141,8.11262,-0.09109860000000002,0.0,1.0,1.0,no,
4008,XLOC_003887,XLOC_003887,CUE2,XI:271877-273209,NI,I,NOTEST,3.06927,2.97034,-0.047270400000000004,0.0,1.0,1.0,no,
4009,XLOC_003888,XLOC_003888,MIF2,XI:273393-275043,NI,I,NOTEST,1.40209,0.576673,-1.28176,0.0,1.0,1.0,no,
4010,XLOC_003889,XLOC_003889,CAB3,XI:275282-276998,NI,I,NOTEST,3.00241,3.66509,0.287727,0.0,1.0,1.0,no,
4011,XLOC_003890,XLOC_003890,SRX1,XI:278280-278664,NI,I,OK,0.0,23.5664,inf,,0.0109,0.242259,no,
4012,XLOC_003891,XLOC_003891,MDH1,XI:279122-280127,NI,I,OK,13.5284,26.3164,0.9599700000000001,1.25556,0.11525,0.645965,no,oxidoreductase activity
4013,XLOC_003891,XLOC_003891,MDH1,XI:279122-280127,NI,I,OK,13.5284,26.3164,0.9599700000000001,1.25556,0.11525,0.645965,no,catalytic activity
4014,XLOC_003892,XLOC_003892,HOT13,XI:280508-280859,NI,I,OK,26.6322,40.634,0.6095149999999999,0.45004700000000003,0.48815,0.895124,no,
4015,XLOC_003893,XLOC_003893,YKL083W,XI:280920-282329,NI,I,NOTEST,0.0,0.34975700000000004,inf,0.0,1.0,1.0,no,
4016,XLOC_003894,XLOC_003894,TEF4,XI:282890-284455,NI,I,OK,69.7249,115.641,0.7299100000000001,1.41753,0.0636,0.523151,no,
4017,XLOC_003895,XLOC_003895,SNR38,XI:282890-284455,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4018,XLOC_003896,XLOC_003896,VMA5,XI:285029-286208,NI,I,OK,121.81299999999999,115.805,-0.07297739999999998,-0.13661099999999998,0.84845,0.971607,no,
4019,XLOC_003897,XLOC_003897,SMY1,XI:286602-288573,NI,I,NOTEST,2.83891,5.00899,0.819184,0.0,1.0,1.0,no,
4020,XLOC_003898,XLOC_003898,DHR2,XI:288844-291052,NI,I,NOTEST,2.23107,2.54698,0.191052,0.0,1.0,1.0,no,
4021,XLOC_003899,XLOC_003899,YKL077W,XI:291452-292631,NI,I,OK,55.6263,52.7753,-0.0759026,-0.133352,0.85395,0.971607,no,
4022,XLOC_003900,XLOC_003900,LHS1,XI:296429-299075,NI,I,NOTEST,1.3241,4.51144,1.7685799999999998,0.0,1.0,1.0,no,
4023,XLOC_003901,XLOC_003901,STB6,XI:299581-301882,NI,I,NOTEST,3.4557,1.4028,-1.30067,0.0,1.0,1.0,no,
4024,XLOC_003902,XLOC_003902,tW(CCA)K,XI:302917-303023,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4025,XLOC_003903,XLOC_003903,YKL071W,XI:305113-305884,NI,I,OK,6.14841,9.43395,0.6176470000000001,0.465329,0.4942,0.8967209999999999,no,
4026,XLOC_003904,XLOC_003904,YKL070W,XI:306210-306720,NI,I,NOTEST,8.34967,3.08643,-1.4357799999999998,0.0,1.0,1.0,no,
4027,XLOC_003905,XLOC_003905,YKL069W,XI:307284-307827,NI,I,OK,18.8135,5.8562199999999995,-1.68372,-1.41165,0.0804,0.561924,no,
4028,XLOC_003906,XLOC_003906,YKL068W-A,XI:309205-309442,NI,I,OK,252.84599999999998,35.0645,-2.85017,-3.9763800000000002,0.17,0.73338,no,
4029,XLOC_003907,XLOC_003907,NUP100,XI:310198-313078,NI,I,NOTEST,3.5499099999999997,4.81154,0.438717,0.0,1.0,1.0,no,
4030,XLOC_003908,XLOC_003908,YNK1,XI:314811-315273,NI,I,OK,129.797,93.6889,-0.47030299999999997,-0.705731,0.3187,0.8221139999999999,no,
4031,XLOC_003909,XLOC_003909,YKL066W,XI:315280-315724,NI,I,OK,20.932,23.7448,0.1819,0.140716,0.8554,0.971607,no,
4032,XLOC_003910,XLOC_003910,YKL065W-A,XI:315953-316175,NI,I,OK,0.0,21.73,inf,,0.0518,0.502061,no,
4033,XLOC_003911,XLOC_003911,MNR2,XI:317763-320673,NI,I,NOTEST,5.5454099999999995,6.29978,0.184005,0.0,1.0,1.0,no,
4034,XLOC_003912,XLOC_003912,MSN4,XI:323227-325120,NI,I,NOTEST,5.25595,5.909590000000001,0.169107,0.0,1.0,1.0,no,
4035,XLOC_003913,XLOC_003913,BLI1,XI:325770-326112,NI,I,OK,71.0441,46.5299,-0.610559,-0.619023,0.38505,0.857728,no,
4036,XLOC_003914,XLOC_003914,TOA2,XI:330165-330534,NI,I,OK,47.7672,49.8799,0.062439699999999994,0.0691089,0.9384,0.979664,no,
4037,XLOC_003915,XLOC_003915,YKL053W,XI:339571-340546,NI,I,NOTEST,7.0220199999999995,1.18163,-2.57111,0.0,1.0,1.0,no,
4038,XLOC_003916,XLOC_003916,SFK1,XI:341311-342373,NI,I,OK,16.2272,11.6437,-0.478862,-0.542337,0.4599,0.883978,no,
4039,XLOC_003917,XLOC_003917,ANR2,XI:349462-351013,NI,I,NOTEST,8.05451,8.188089999999999,0.023731099999999998,0.0,1.0,1.0,no,
4040,XLOC_003918,XLOC_003918,PRI2,XI:353492-355079,NI,I,NOTEST,3.0705299999999998,3.4748699999999997,0.178474,0.0,1.0,1.0,no,
4041,XLOC_003919,XLOC_003919,MMO1,XI:356321-356642,NI,I,NOTEST,0.0,2.99036,inf,0.0,1.0,1.0,no,
4042,XLOC_003920,XLOC_003920,PHD1,XI:356747-357848,NI,I,NOTEST,4.6147599999999995,4.89582,0.0852973,0.0,1.0,1.0,no,
4043,XLOC_003921,XLOC_003921,SPC42,XI:358474-359566,NI,I,NOTEST,2.36128,2.03931,-0.211484,0.0,1.0,1.0,no,
4044,XLOC_003922,XLOC_003922,VPS24,XI:360142-360817,NI,I,NOTEST,1.0746,3.3353300000000004,1.6340299999999999,0.0,1.0,1.0,no,
4045,XLOC_003923,XLOC_003923,PTM1,XI:362621-364193,NI,I,OK,39.4918,35.0208,-0.173343,-0.293096,0.6743,0.9372530000000001,no,
4046,XLOC_003924,XLOC_003924,SNR69,XI:364775-364876,NI,I,OK,10017.5,6319.25,-0.664693,-0.992185,0.15425,0.717151,no,
4047,XLOC_003925,XLOC_003925,RGT1,XI:365604-369117,NI,I,NOTEST,1.86664,2.3917200000000003,0.357605,0.0,1.0,1.0,no,
4048,XLOC_003926,XLOC_003926,AIM26,XI:369364-371390,NI,I,NOTEST,2.93047,0.0,-inf,0.0,1.0,1.0,no,
4049,XLOC_003927,XLOC_003927,UGP1,XI:369364-371390,NI,I,OK,54.2291,53.2285,-0.026868,-0.0525595,0.95105,0.979664,no,catalytic activity
4050,XLOC_003928,XLOC_003928,TUL1,XI:371828-374105,NI,I,NOTEST,1.6001,3.43042,1.10022,0.0,1.0,1.0,no,
4051,XLOC_003929,XLOC_003929,YKL033W-A,XI:374504-375215,NI,I,OK,121.664,68.0063,-0.8391569999999999,-1.31433,0.0634,0.523151,no,
4052,XLOC_003930,XLOC_003930,TTI1,XI:375455-378572,NI,I,NOTEST,2.99532,1.58625,-0.917092,0.0,1.0,1.0,no,
4053,XLOC_003931,XLOC_003931,tV(AAC)K2,XI:379679-379753,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4054,XLOC_003932,XLOC_003932,YKL031W,XI:382071-382485,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4055,XLOC_003933,XLOC_003933,YKL030W,XI:382497-384725,NI,I,NOTEST,3.9590400000000003,0.337713,-3.55128,0.0,1.0,1.0,no,
4056,XLOC_003934,XLOC_003934,TFA1,XI:385757-387206,NI,I,NOTEST,3.14086,2.1663799999999998,-0.5358729999999999,0.0,1.0,1.0,no,
4057,XLOC_003935,XLOC_003935,TCD2,XI:387561-388905,NI,I,OK,21.1894,21.308000000000003,0.00805457,0.013045900000000001,0.97225,0.9808110000000001,no,
4058,XLOC_003936,XLOC_003936,YKL023W,XI:393720-394554,NI,I,NOTEST,10.2127,9.8133,-0.0575514,0.0,1.0,1.0,no,
4059,XLOC_003937,XLOC_003937,RAM2,XI:402567-403518,NI,I,OK,33.1935,43.6072,0.393664,0.611716,0.42525,0.8739030000000001,no,
4060,XLOC_003938,XLOC_003938,SWD2,XI:404101-405091,NI,I,OK,22.9086,17.8117,-0.363064,-0.469625,0.50285,0.8971870000000001,no,
4061,XLOC_003939,XLOC_003939,PUT3,XI:408543-411483,NI,I,NOTEST,1.73187,1.05616,-0.713499,0.0,1.0,1.0,no,
4062,XLOC_003940,XLOC_003940,PRP40,XI:418309-420061,NI,I,NOTEST,3.7328,5.00022,0.421732,0.0,1.0,1.0,no,
4063,XLOC_003941,XLOC_003941,MRT4,XI:426241-426952,NI,I,OK,41.7669,36.3962,-0.198574,-0.30543000000000003,0.70035,0.945867,no,
4064,XLOC_003942,XLOC_003942,CAP1,XI:429301-430108,NI,I,OK,27.5102,28.1702,0.0342004,0.048559500000000005,0.9579,0.979664,no,
4065,XLOC_003943,XLOC_003943,RPL14A,XI:431905-432720,NI,I,OK,269.297,364.59,0.43707700000000005,0.763612,0.29115,0.798298,no,
4066,XLOC_003944,XLOC_003944,AUR1,XI:435579-436785,NI,I,OK,26.4496,24.6963,-0.0989485,-0.158956,0.8348,0.971607,no,
4067,XLOC_003945,XLOC_003945,DID4,XI:437777-438544,NI,I,OK,10.8785,11.6208,0.0952312,0.0903359,0.9115,0.979073,no,
4068,XLOC_003946,XLOC_003946,PAP1,XI:443231-444938,NI,I,NOTEST,5.9536,5.41144,-0.137751,0.0,1.0,1.0,no,
4069,XLOC_003947,XLOC_003947,OSH6,XI:445380-446727,NI,I,NOTEST,5.320880000000001,8.561810000000001,0.6862520000000001,0.0,1.0,1.0,no,
4070,XLOC_003948,XLOC_003948,MEH1,XI:451433-451988,NI,I,OK,58.13399999999999,73.3272,0.334967,0.486208,0.525,0.8977280000000001,no,
4071,XLOC_003949,XLOC_003949,RSC4,XI:452200-454078,NI,I,NOTEST,1.22632,0.398451,-1.62186,0.0,1.0,1.0,no,
4072,XLOC_003950,XLOC_003950,tL(CAA)K,XI:458556-458670,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4073,XLOC_003951,XLOC_003951,PRY2,XI:463738-464948,NI,I,OK,12.5811,52.7469,2.06782,2.75905,0.005,0.154231,no,
4074,XLOC_003952,XLOC_003952,YKR016W,XI:469716-471339,NI,I,NOTEST,1.6660599999999999,1.12313,-0.568911,0.0,1.0,1.0,no,
4075,XLOC_003953,XLOC_003953,VPS51,XI:478337-478832,NI,I,NOTEST,8.25277,6.27212,-0.395926,0.0,1.0,1.0,no,
4076,XLOC_003954,XLOC_003954,ALY1,XI:479233-481981,NI,I,NOTEST,2.76913,2.19238,-0.336935,0.0,1.0,1.0,no,
4077,XLOC_003955,XLOC_003955,YKR023W,XI:483418-485011,NI,I,NOTEST,0.0,0.31487800000000005,inf,0.0,1.0,1.0,no,
4078,XLOC_003956,XLOC_003956,RPC37,XI:487769-488618,NI,I,OK,10.8081,8.30011,-0.380905,-0.357611,0.62875,0.9294709999999999,no,
4079,XLOC_003957,XLOC_003957,tR(ACG)K,XI:490967-491040,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4080,XLOC_003958,XLOC_003958,BCH2,XI:491363-493661,NI,I,NOTEST,2.88992,4.19297,0.536945,0.0,1.0,1.0,no,
4081,XLOC_003959,XLOC_003959,SAP190,XI:494256-497358,NI,I,NOTEST,2.7954,3.0009200000000003,0.102352,0.0,1.0,1.0,no,
4082,XLOC_003960,XLOC_003960,GMH1,XI:500281-501103,NI,I,OK,23.5797,19.4466,-0.278022,-0.38265,0.60765,0.920955,no,
4083,XLOC_003961,XLOC_003961,YKR032W,XI:506516-506831,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4084,XLOC_003962,XLOC_003962,DAL80,XI:506878-507707,NI,I,NOTEST,0.835342,0.714815,-0.22479699999999997,0.0,1.0,1.0,no,
4085,XLOC_003963,XLOC_003963,DID2,XI:507919-508561,NI,I,OK,21.384,36.1148,0.756062,0.8887639999999999,0.25235,0.771125,no,
4086,XLOC_003964,XLOC_003964,GAP1,XI:515062-516871,NI,I,NOTEST,3.4688199999999996,3.9102699999999997,0.172821,0.0,1.0,1.0,no,transmembrane transporter activity
4087,XLOC_003964,XLOC_003964,GAP1,XI:515062-516871,NI,I,NOTEST,3.4688199999999996,3.9102699999999997,0.172821,0.0,1.0,1.0,no,transporter activity
4088,XLOC_003964,XLOC_003964,GAP1,XI:515062-516871,NI,I,NOTEST,3.4688199999999996,3.9102699999999997,0.172821,0.0,1.0,1.0,no,ion transmembrane transporter activity
4089,XLOC_003964,XLOC_003964,GAP1,XI:515062-516871,NI,I,NOTEST,3.4688199999999996,3.9102699999999997,0.172821,0.0,1.0,1.0,no,inorganic molecular entity transmembrane transporter activity
4090,XLOC_003965,XLOC_003965,tA(AGC)K2,XI:517987-518060,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4091,XLOC_003966,XLOC_003966,YKR041W,XI:518062-518950,NI,I,NOTEST,1.12711,6.81053,2.5951400000000002,0.0,1.0,1.0,no,
4092,XLOC_003967,XLOC_003967,UTH1,XI:519526-522014,NI,I,OK,47.324,63.3045,0.41973599999999994,0.391443,0.60295,0.92055,no,
4093,XLOC_003968,XLOC_003968,UIP5,XI:522014-523346,NI,I,OK,18.0163,28.3451,0.653799,1.0857299999999999,0.19155,0.7539779999999999,no,
4094,XLOC_003969,XLOC_003969,YKR047W,XI:525256-526640,NI,I,OK,0.0,10.2768,inf,,0.22055,0.769278,no,
4095,XLOC_003970,XLOC_003970,TRK2,XI:527814-530484,NI,I,NOTEST,2.11587,4.11418,0.959355,0.0,1.0,1.0,no,
4096,XLOC_003971,XLOC_003971,YKR051W,XI:530945-532202,NI,I,OK,19.4644,10.2665,-0.9228930000000001,-1.21001,0.09135,0.594194,no,
4097,XLOC_003972,XLOC_003972,RHO4,XI:548215-549091,NI,I,OK,11.261,7.693060000000001,-0.5497,-0.58503,0.5288,0.8984770000000001,no,
4098,XLOC_003973,XLOC_003973,TRM2,XI:549447-551367,NI,I,NOTEST,5.30653,4.04218,-0.392637,0.0,1.0,1.0,no,
4099,XLOC_003974,XLOC_003974,RPS21A,XI:551656-552242,NI,I,OK,425.341,505.195,0.24822199999999997,0.411916,0.5892,0.9148860000000001,no,
4100,XLOC_003975,XLOC_003975,GLG1,XI:552769-554620,NI,I,NOTEST,2.64703,0.8887719999999999,-1.57449,0.0,1.0,1.0,no,
4101,XLOC_003976,XLOC_003976,TIF1,XI:554986-556174,NI,I,OK,18.3132,45.048,1.2985799999999998,1.97731,0.0155,0.28742199999999996,no,
4102,XLOC_003977,XLOC_003977,UTP30,XI:556517-557342,NI,I,OK,13.559000000000001,8.14118,-0.735937,-0.792425,0.3151,0.818495,no,
4103,XLOC_003978,XLOC_003978,KTR2,XI:557676-558954,NI,I,OK,32.9166,34.7287,0.07731080000000001,0.13514,0.85805,0.971607,no,catalytic activity
4104,XLOC_003979,XLOC_003979,TFA2,XI:559665-560652,NI,I,OK,21.6434,27.0466,0.321521,0.496399,0.56165,0.9021299999999999,no,
4105,XLOC_003980,XLOC_003980,OAF3,XI:562546-565138,NI,I,NOTEST,1.9340099999999998,2.00866,0.054637,0.0,1.0,1.0,no,
4106,XLOC_003981,XLOC_003981,GPT2,XI:567917-570149,NI,I,NOTEST,2.17002,4.1262,0.927107,0.0,1.0,1.0,no,
4107,XLOC_003982,XLOC_003982,MET1,XI:571611-573393,NI,I,OK,22.4679,3.98379,-2.49565,-3.32747,0.0027,0.09623999999999999,no,catalytic activity
4108,XLOC_003983,XLOC_003983,YKR070W,XI:573573-574632,NI,I,OK,15.0796,15.7969,0.06703560000000001,0.0828704,0.90755,0.978844,no,
4109,XLOC_003984,XLOC_003984,AIM29,XI:578964-580750,NI,I,OK,130.989,170.635,0.38147,0.48476499999999995,0.46545,0.887922,no,
4110,XLOC_003985,XLOC_003985,YKR075W-A,XI:578964-580750,NI,I,OK,50.278999999999996,22.9961,-1.12856,-0.528628,0.63,0.9294709999999999,no,
4111,XLOC_003986,XLOC_003986,ECM4,XI:582282-583395,NI,I,NOTEST,2.38266,4.25316,0.8359629999999999,0.0,1.0,1.0,no,
4112,XLOC_003987,XLOC_003987,MSA2,XI:583652-584744,NI,I,NOTEST,5.19815,8.4733,0.704924,0.0,1.0,1.0,no,
4113,XLOC_003988,XLOC_003988,YKR078W,XI:584951-586709,NI,I,NOTEST,2.2257599999999997,0.927724,-1.26253,0.0,1.0,1.0,no,
4114,XLOC_003989,XLOC_003989,MTD1,XI:590394-591357,NI,I,OK,107.522,59.0496,-0.864627,-1.66903,0.0492,0.49957399999999996,no,
4115,XLOC_003990,XLOC_003990,NUP133,XI:592824-596298,NI,I,NOTEST,2.64922,2.58091,-0.037689999999999994,0.0,1.0,1.0,no,
4116,XLOC_003991,XLOC_003991,PRP16,XI:599856-603072,NI,I,NOTEST,1.6699,1.9443700000000002,0.219541,0.0,1.0,1.0,no,
4117,XLOC_003992,XLOC_003992,PXL1,XI:608945-611066,NI,I,NOTEST,5.2053,7.365539999999999,0.5008100000000001,0.0,1.0,1.0,no,
4118,XLOC_003993,XLOC_003993,SRL3,XI:611524-612265,NI,I,OK,65.8052,119.355,0.8589870000000001,1.49996,0.0534,0.502061,no,
4119,XLOC_003994,XLOC_003994,PTR2,XI:615729-617535,NI,I,OK,8.37567,40.9649,2.29011,3.3062199999999997,0.0001,0.010348399999999999,yes,
4120,XLOC_003995,XLOC_003995,RPL40B,XI:617651-618750,NI,I,OK,105.051,50.5869,-1.05425,-0.69315,0.3309,0.828551,no,
4121,XLOC_003996,XLOC_003996,MLP1,XI:619804-625432,NI,I,NOTEST,0.41936999999999997,1.2922799999999999,1.62363,0.0,1.0,1.0,no,
4122,XLOC_003997,XLOC_003997,"ESL2,PCC1",XI:625842-630482,NI,I,OK,22.5061,28.886,0.360056,0.233575,0.7876,0.966507,no,
4123,XLOC_003998,XLOC_003998,PCK1,XI:631151-632801,NI,I,NOTEST,1.23369,3.1743799999999998,1.3634899999999999,0.0,1.0,1.0,no,
4124,XLOC_003999,XLOC_003999,BAS1,XI:635850-638286,NI,I,NOTEST,0.7267680000000001,0.9927450000000001,0.449928,0.0,1.0,1.0,no,
4125,XLOC_004000,XLOC_004000,SIR1,XI:640539-642504,NI,I,NOTEST,4.89026,3.4207300000000003,-0.515606,0.0,1.0,1.0,no,
4126,XLOC_004001,XLOC_004001,FLO10,XI:646355-649865,NI,I,NOTEST,1.4667,0.897759,-0.7081689999999999,0.0,1.0,1.0,no,
4127,XLOC_004002,XLOC_004002,NFT1,XI:653079-656736,NI,I,NOTEST,0.8775229999999999,0.418494,-1.06823,0.0,1.0,1.0,no,
4128,XLOC_004003,XLOC_004003,YKR104W,XI:656835-657756,NI,I,NOTEST,1.65765,1.49358,-0.150364,0.0,1.0,1.0,no,
4129,XLOC_004004,XLOC_004004,GEX2,XI:661441-663289,NI,I,NOTEST,3.30919,1.3113700000000001,-1.3354,0.0,1.0,1.0,no,
4130,XLOC_004005,XLOC_004005,PAU16,XI:1809-2181,NI,I,NOTEST,0.0,0.0,0.0,0.0,1.0,1.0,no,
4131,XLOC_004006,XLOC_004006,YKL222C,XI:3502-5620,NI,I,NOTEST,1.2945200000000001,1.9855599999999998,0.617123,0.0,1.0,1.0,no,
4132,XLOC_004007,XLOC_004007,FRE2,XI:9090-11226,NI,I,NOTEST,1.12362,0.806422,-0.478545,0.0,1.0,1.0,no,
4133,XLOC_004008,XLOC_004008,SRY1,XI:17358-18339,NI,I,OK,61.8942,32.1629,-0.9444049999999999,-1.34094,0.05765,0.513726,no,
4134,XLOC_004009,XLOC_004009,OXP1,XI:26826-30687,NI,I,NOTEST,1.65409,2.56193,0.631189,0.0,1.0,1.0,no,
4135,XLOC_004010,XLOC_004010,YRA2,XI:31081-31693,NI,I,OK,12.3786,19.4603,0.652686,0.6120329999999999,0.41625,0.869433,no,
4136,XLOC_004011,XLOC_004011,DOA1,XI:31959-34107,NI,I,OK,13.7063,22.107,0.689657,1.16992,0.1601,0.726905,no,
4137,XLOC_004012,XLOC_004012,TRP3,XI:36698-38153,NI,I,OK,56.3999,24.8018,-1.18525,-2.08459,0.0074,0.19458399999999998,no,
4138,XLOC_004013,XLOC_004013,STE6,XI:42422-46295,NI,I,NOTEST,1.77322,2.31623,0.385412,0.0,1.0,1.0,no,transmembrane transporter activity
4139,XLOC_004013,XLOC_004013,STE6,XI:42422-46295,NI,I,NOTEST,1.77322,2.31623,0.385412,0.0,1.0,1.0,no,transporter activity
4140,XLOC_004013,XLOC_004013,STE6,XI:42422-46295,NI,I,NOTEST,1.77322,2.31623,0.385412,0.0,1.0,1.0,no,catalytic activity
4141,XLOC_004014,XLOC_004014,TRT2,XI:46734-46806,NI,I,OK,215.643,488.444,1.17955,6.24108,0.545,0.900739,no,
4142,XLOC_004015,XLOC_004015,ADD66,XI:49005-49809,NI,I,OK,39.8484,29.0747,-0.454755,-0.6466729999999999,0.38265,0.8575870000000001,no,
4143,XLOC_004016,XLOC_004016,TOR2,XI:55934-63359,NI,I,NOTEST,2.01201,1.5877,-0.341698,0.0,1.0,1.0,no,
4144,XLOC_004017,XLOC_004017,MNN4,XI:63820-67466,NI,I,NOTEST,1.99888,0.9655379999999999,-1.04979,0.0,1.0,1.0,no,
4145,XLOC_004018,XLOC_004018,PTK1,XI:68231-70220,NI,I,NOTEST,4.90645,11.6218,1.2440799999999999,0.0,1.0,1.0,no,
4146,XLOC_004019,XLOC_004019,PEX1,XI:70733-73865,NI,I,NOTEST,0.8374010000000001,2.51175,1.5847,0.0,1.0,1.0,no,
4147,XLOC_004020,XLOC_004020,YKT6,XI:74931-75534,NI,I,OK,65.0717,75.7645,0.21949200000000002,0.351053,0.64095,0.932699,no,
4148,XLOC_004021,XLOC_004021,MST1,XI:77257-78646,NI,I,NOTEST,7.1539,5.75186,-0.314701,0.0,1.0,1.0,no,
4149,XLOC_004022,XLOC_004022,SDS22,XI:78865-79882,NI,I,OK,13.0127,11.5206,-0.175702,-0.198526,0.78545,0.965966,no,
4150,XLOC_004023,XLOC_004023,ACP1,XI:80159-80537,NI,I,OK,56.3447,62.0792,0.139829,0.15266,0.82975,0.971607,no,
